Customer Id,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,sculpture_shipping_price,price_per_wgt,Area,Transport_Material,City,State,Code,scheduled_year,scheduled_weekofyear,scheduled_month,scheduled_dayofweek,scheduled_weekend,delivery_year,delivery_weekofyear,delivery_month,delivery_dayofweek,delivery_weekend
fffe3800350033003500,0.1,37.0,9.0,12.386154195380781,4,3687,3194,0,0,0,2,1,1,0,1924.3,8784,7275,652,20,0,1,8459,3,37,8,6,1,4,37,8,5,1
fffe3900360036003600,0.11,19.0,14.0,8.984192311641674,2,410,3983,0,1,0,2,0,0,0,425.64,63,9610,540,18,4374,40,8161,2,5,1,4,0,3,6,1,1,0
fffe3500380035003600,0.54,20.444444444444443,9.88888888888889,11.083725910084183,6,2805,4151,0,0,1,2,0,0,0,1354.11,7604,9071,424,22,782,1,7501,4,14,3,3,0,5,14,3,5,1
fffe3300370038003200,0.59,20.0,9.0,5.288267030694535,5,256,563,0,1,0,1,0,0,0,318.74,4025,3871,387,13,5374,25,6004,3,44,10,5,1,4,44,10,2,0
fffe320030003900,0.11,29.555555555555557,9.0,12.287279290949902,4,3095,2395,1,0,1,3,0,1,0,708.99,8364,5655,540,28,1422,53,4584,2,26,6,3,0,3,26,6,3,0
fffe3900360035003300,0.66,9.0,5.0,5.214935757608986,0,390,47,0,0,0,2,0,1,0,244.61,6283,1232,97,16,1567,1,257,1,44,10,3,0,2,44,10,0,0
fffe3600360032003400,0.57,29.0,9.0,13.522172520656335,6,4296,1731,1,1,1,0,0,1,0,39680.72,9622,1898,530,6,956,35,2365,3,45,10,3,0,4,45,10,1,0
fffe3200320035003600,0.43,24.0,8.0,12.474426628075095,4,3994,4365,1,0,0,3,0,1,0,2296.74,8950,8792,406,28,4135,5,561,1,51,11,5,1,2,51,11,5,1
fffe36003800,0.47333333333333333,10.0,4.0,5.159055299214529,5,363,940,1,0,0,3,0,1,0,279.16,3811,5683,80,29,1567,4,7033,1,22,5,4,0,2,23,5,0,0
fffe3400350031003200,0.2,25.0,9.0,8.974744612722734,1,528,4460,0,0,0,3,0,1,1,547.81,84,9868,468,25,6834,49,773,2,39,9,1,0,3,39,9,2,0
fffe3400300031003000,0.47,28.0,15.0,6.892641641172089,0,376,961,0,0,1,2,0,1,0,371.82,3859,3605,764,16,2471,15,9080,2,4,1,6,1,3,4,1,2,0
fffe320038003600,0.51,16.0,8.0,11.062253764023986,5,2741,2945,0,0,1,1,0,0,1,1087.36,7842,7387,261,13,2263,26,3832,3,20,4,2,0,4,20,4,2,0
fffe3100300038003400,0.67,17.0,6.0,5.204006687076795,7,300,101,0,0,0,1,0,0,0,280.22,5791,1502,194,15,4457,8,9167,1,4,1,6,1,2,5,1,0,0
fffe3800390030003700,0.56,20.0,8.0,10.89588711066259,4,2799,4707,0,1,0,0,0,1,0,1358.73,7482,9572,352,4,6563,33,7103,4,9,2,1,0,5,9,2,5,1
fffe3700370037003600,0.25,10.0,4.0,8.496990484098719,4,1384,815,1,1,1,0,0,0,0,358.92,7325,1590,80,4,5417,43,4125,2,16,3,6,1,3,16,3,3,0
fffe38003100,0.31,13.0,7.0,6.1070228877422545,0,191,1432,0,0,1,0,0,1,0,214.15,1076,6045,172,0,782,0,6315,3,39,9,0,0,4,39,9,0,0
fffe3200310033003600,0.57,6.0,4.0,4.3694478524670215,5,171,1194,0,0,0,1,1,0,0,241.48,1332,7182,31,13,0,0,7065,2,14,3,0,0,3,14,3,0,0
fffe3500350031003600,0.01,11.777777777777779,5.0,4.477336814478207,5,351,1218,1,0,0,3,0,1,0,128.38,2950,7132,126,29,3023,52,919,3,4,1,5,1,4,5,1,1,0
fffe3200380038003500,0.68,8.0,5.0,5.707110264748875,3,138,1014,1,0,0,3,1,1,0,280.42,1397,5233,80,27,2451,39,7035,3,12,3,6,1,4,12,2,5,1
fffe3800320035003100,0.23,16.0,8.0,5.8805329864007,0,26,373,1,0,0,0,0,0,1,179.32,1786,2103,261,0,1581,52,3775,2,40,9,6,1,3,40,9,3,0
fffe3700320035003300,0.52,36.0,17.0,6.385194398997726,7,86,682,0,0,1,2,0,1,0,288.58,1619,2960,937,23,0,4,7022,3,41,9,5,1,4,42,9,2,0
fffe3900320032003700,0.59,22.0,15.0,9.6832148763136,1,2442,4271,1,0,1,3,0,1,0,4895.23,7059,9621,648,25,0,4,1647,0,25,5,6,1,1,25,5,6,1
fffe380033003800,0.01,16.0,7.0,6.90975328164481,3,115,1174,0,0,0,1,1,1,0,156.3,888,4418,221,11,1885,14,5047,0,43,10,6,1,1,43,9,5,1
fffe3700330031003500,0.93,29.0,8.0,8.956350940490871,2,1336,3798,1,0,0,0,0,1,0,2944.95,3349,9472,478,2,1567,0,7393,2,13,3,4,0,3,13,3,4,0
fffe3100320036003700,0.58,13.444444444444445,5.0,4.2626798770413155,0,128,961,0,0,0,1,0,1,1,205.19,1410,6780,136,8,4552,42,4452,1,36,8,2,0,2,36,8,4,0
fffe3400390034003300,0.86,49.0,17.0,12.190415712954126,1,2569,3934,1,0,1,3,0,1,0,5364.93,7339,8410,1051,25,157,21,4309,3,3,0,4,0,4,3,0,2,0
fffe380032003200,0.27,6.0,5.0,5.872117789475416,5,14,494,0,0,1,2,0,0,1,181.02,1278,2672,47,21,5108,5,4521,1,35,8,6,1,2,35,8,6,1
fffe3500300032003700,0.17,20.0,7.0,8.207674424355282,2,213,104,0,0,0,1,0,1,1,152.23,5242,103,294,10,4426,11,4739,3,38,8,5,1,4,38,8,4,0
fffe3400300035003900,0.54,36.0,9.0,11.029974377970218,1,2071,2465,0,0,1,1,0,1,0,1731.53,7230,6482,638,9,782,1,2046,2,17,4,6,1,3,18,4,3,0
fffe3800390035003300,0.07,9.0,4.0,4.30406509320417,3,377,172,0,0,1,2,1,1,1,137.87,5969,3157,64,19,1645,16,3363,0,13,3,3,0,1,13,2,1,0
fffe3900340039003800,0.51,8.0,4.0,5.3706380281276624,3,325,1352,0,0,0,2,1,0,0,263.23,2357,6558,54,19,86,9,1634,3,44,10,1,0,4,44,10,4,0
fffe3200380038003800,0.59,16.0,8.0,8.450839690866216,5,646,955,1,0,0,0,0,1,0,380.91,5587,2063,261,5,6198,28,3133,3,31,7,3,0,4,31,7,2,0
fffe3500340032003300,0.29,24.0,12.0,7.8009820712577405,3,218,566,0,0,1,0,1,0,0,300.68,3666,1265,585,3,354,8,6188,4,23,5,6,1,5,23,5,2,0
fffe3300310037003100,0.17,47.0,23.0,8.6347984334905,0,1173,3158,0,0,0,2,0,1,0,392.2,3387,8827,1137,16,641,31,6837,0,26,6,2,0,1,26,6,2,0
fffe3300380034003500,0.6,24.0,9.444444444444445,11.987555874142954,4,3522,4407,0,0,1,1,0,1,0,5651.15,8406,9005,470,12,1567,1,5438,2,14,3,2,0,3,14,3,2,0
fffe3100370031003700,0.98,15.0,7.0,8.261526448396468,1,249,982,1,1,0,0,0,0,1,963.88,2597,2317,201,1,2472,53,950,4,8,1,3,0,5,9,2,0,0
fffe3700310038003400,0.3,22.0,9.0,12.751459103597288,6,3278,2725,1,0,0,3,0,1,0,1297.25,8470,6340,418,30,5243,15,391,0,46,10,6,1,1,46,10,4,0
fffe370034003300,0.25,15.0,6.0,6.315358001522335,3,3,789,1,0,0,3,1,0,0,182.92,584,3564,171,27,5670,12,1487,0,19,4,5,1,1,19,4,5,1
fffe3500380039003300,0.5544444444444445,39.0,7.0,6.9782137426306985,0,60,1300,0,0,1,1,0,1,1,269.88,425,4754,556,8,0,0,7337,3,22,5,1,0,4,21,5,4,0
fffe3600370038003900,0.31,7.0,5.0,6.028278520230698,2,275,1171,0,0,1,0,0,1,0,210.45,2343,5396,63,2,1425,48,7126,4,1,0,1,0,5,1,0,0,0
fffe3200300032003100,0.12,26.0,10.222222222222221,6.368187186350492,7,50,665,1,0,1,3,0,1,0,140.38,1263,2915,539,31,2798,43,491,2,15,3,6,1,3,16,3,0,0
fffe360038003200,0.61,31.0,9.666666666666666,13.136765171914043,6,3943,2335,1,1,1,1,0,0,0,12359.84,9197,4964,605,14,5537,50,3941,4,15,3,6,1,5,15,3,2,0
fffe3100350034003900,0.4566666666666666,43.0,13.0,14.485543142710203,6,3723,4398,0,1,0,0,0,0,0,8617.36,8641,8158,895,6,697,33,1689,2,26,6,1,0,3,26,6,4,0
fffe3500330030003900,0.5588888888888889,18.0,8.0,8.56845648535378,1,471,2763,0,0,1,1,0,1,0,383.26,301,8197,305,9,5429,49,7338,0,25,5,3,0,1,25,5,1,0
fffe3900330030003600,0.49,7.0,5.0,8.462948176563842,6,1117,1343,0,1,0,0,0,1,1,323.55,6550,3409,63,6,959,22,2592,2,3,0,1,0,3,3,0,5,1
fffe3300320037003300,0.68,39.0,15.0,8.293049139768444,0,759,1208,0,1,1,1,0,1,0,836.8,5700,3063,917,8,2454,19,252,3,49,11,6,1,4,49,11,2,0
fffe3400370030003200,0.18,15.0,7.0,9.694431800539537,4,1863,2728,1,1,1,0,0,0,1,595.73,6705,7598,201,4,3102,20,8701,1,16,3,2,0,2,16,3,4,0
fffe3100340039003600,0.38,44.0,21.0,7.887208585813932,0,143,556,0,0,0,1,0,1,1,232.86,2777,1179,1083,8,4474,50,6154,0,51,11,3,0,1,51,11,3,0
fffe3900330033003900,0.67,34.0,13.0,14.963257713289849,6,4585,2321,1,0,1,3,0,1,0,24383.58,9772,3943,787,30,4373,52,2446,2,12,2,0,0,3,12,2,1,0
fffe3500300035003900,0.68,15.0,8.0,11.87575443399253,6,3340,3531,0,0,0,2,0,1,0,4089.47,8359,7989,238,22,5872,24,6173,3,9,2,2,0,4,9,2,0,0
fffe3100350030003000,0.04,35.0,17.0,6.322565239927284,5,258,825,1,0,0,3,0,1,0,113.86,3227,3705,925,29,0,4,3776,2,20,4,6,1,3,21,4,2,0
fffe3200350038003500,0.81,8.222222222222221,3.0,6.20455776256869,6,311,1070,1,0,0,3,0,1,1,516.72,2999,4831,32,30,3295,30,5076,3,40,9,4,0,4,40,9,0,0
fffe3100320034003400,0.65,32.0,11.0,7.666221925662725,0,638,471,0,1,1,0,0,1,0,1157.2,6324,1046,682,0,1934,36,7684,3,45,10,1,0,4,44,10,4,0
fffe3700310031003800,0.84,18.0,8.0,9.247732491193245,1,1396,2365,1,1,0,0,0,1,0,1536.89,5939,7062,305,1,2530,23,5125,0,35,8,2,0,1,34,7,5,1
fffe3600330039003200,0.69,26.0,12.0,13.170907797095346,4,3996,2960,0,0,0,0,0,1,0,4300.25,9123,6645,621,4,6485,15,4787,1,43,9,0,0,2,43,10,2,0
fffe3100340031003100,0.36,25.0,24.0,9.552084402526495,3,1603,4555,0,0,1,0,1,1,0,1165.4,4074,9806,926,3,2520,24,8758,3,15,3,2,0,4,15,3,5,1
fffe3700390036003600,0.22,8.0,4.0,6.669498089857879,1,122,1413,0,0,0,2,0,1,0,179.2,658,5434,54,17,2548,33,5926,1,10,2,0,0,2,10,2,2,0
fffe3600340038003700,0.11,17.0,7.0,11.801384735325462,6,2975,4484,0,0,1,2,0,1,0,1050.81,7748,9147,234,22,2114,44,3175,3,10,2,1,0,4,9,2,6,1
fffe3300310032003300,0.4577777777777778,25.0,11.0,7.522400231387125,5,13,535,0,1,1,0,0,0,0,556.87,1144,1343,561,5,2417,50,3534,2,9,2,0,0,3,8,2,5,1
fffe3800300032003300,0.58,10.0,4.0,6.206575926724928,2,6,847,0,0,0,2,0,1,0,215.68,537,3953,80,18,2757,14,988,2,13,3,1,0,3,13,3,2,0
fffe3300390035003300,0.17,18.0,6.0,7.663365381392195,3,171,691,0,0,0,2,1,1,0,148.42,2636,1757,208,19,782,0,1000,1,49,11,4,0,2,49,11,4,0
fffe3700330034003700,0.45,9.0,5.0,7.1284959456800365,1,302,344,0,0,1,2,0,1,0,244.62,5084,981,97,17,597,33,2810,3,37,8,1,0,4,36,8,5,1
fffe3400350036003300,0.4,14.0,8.0,7.835417777909683,3,79,25,0,1,1,1,1,0,0,213.96,4296,69,221,11,4661,24,9150,4,29,6,4,0,5,30,6,0,0
fffe390032003500,0.97,30.0,15.0,6.354370040797351,7,158,331,0,0,0,2,0,1,0,708.86,3879,1475,795,23,3124,23,6641,0,44,10,0,0,1,43,9,5,1
fffe3100350030003600,0.87,19.0,11.0,12.43019172086606,4,3944,4552,0,0,0,2,0,1,0,4083.76,8883,9003,440,20,2005,30,1547,2,7,1,1,0,3,7,1,5,1
fffe3300340031003100,0.93,30.0,10.0,6.923628628138427,5,633,321,1,0,0,3,0,1,0,3144.43,6477,1019,606,29,6260,12,949,2,47,10,1,0,3,46,10,4,0
fffe3700380032003100,0.38,12.0,8.0,7.655390644826152,2,116,710,1,0,0,0,0,1,1,251.07,1879,1836,181,2,1504,33,3992,4,13,3,2,0,5,13,3,0,0
fffe3800360035003300,0.5,16.0,6.0,7.065613363597717,1,34,865,0,0,0,0,0,1,1,236.89,728,2980,181,1,4674,16,7262,4,9,2,2,0,5,9,2,5,1
fffe320039003800,0.18,15.0,6.0,6.1675164908883415,3,335,527,1,0,0,0,1,1,1,189.24,4803,2501,171,3,6833,8,6756,1,25,6,5,1,2,25,5,2,0
fffe3600360036003600,0.38,56.0,17.0,10.835828783228976,2,1875,3310,0,0,1,3,0,1,0,1030.25,6387,8057,1093,26,1567,0,7277,2,51,11,0,0,3,51,11,0,0
fffe360035003700,0.88,25.0,17.0,13.55260304596456,4,4350,2765,0,0,1,2,0,1,1,28508.63,9494,6087,769,20,6923,31,7875,3,12,2,1,0,4,11,2,5,1
fffe3700360030003000,0.22,23.0,13.0,5.84354441703136,7,323,1200,0,1,1,0,0,0,0,225.61,2716,5703,603,7,6716,51,1133,1,41,9,4,0,2,41,9,4,0
fffe3100340031003900,0.43,29.555555555555557,14.0,7.955425088912672,0,355,1185,0,1,0,1,0,0,1,390.57,3098,3332,757,8,2923,33,7592,4,25,5,5,1,5,25,5,6,1
fffe3400330030003600,0.49,16.0,8.333333333333334,6.8501261661455,3,249,635,0,0,0,2,1,1,0,215.42,3738,2284,276,19,782,4,8283,1,20,4,4,0,2,21,4,0,0
fffe3900380033003100,0.88,24.0,15.0,13.59171054122378,4,4240,2732,1,1,0,0,0,1,0,20923.0,9414,5985,691,4,6324,38,4873,0,19,4,1,0,1,19,4,1,0
fffe3300380033003300,0.64,10.0,4.0,5.930171163329413,4,1559,4384,1,0,1,3,0,1,0,1043.72,3914,9990,80,28,6025,26,5964,3,28,6,4,0,4,28,6,4,0
fffe3900380039003500,0.03,41.0,9.0,6.202535517187923,7,258,868,0,1,1,0,0,0,0,156.01,3095,4037,702,7,4680,48,7613,4,5,1,4,0,5,5,1,5,1
fffe3200340036003700,0.28,37.0,20.0,9.15556734612889,3,1197,1573,0,1,0,1,1,1,0,428.22,6480,3907,1012,11,7005,9,4329,1,33,7,4,0,2,33,7,3,0
fffe3300350037003500,0.4444444444444444,35.0,13.0,9.965115775111517,1,2346,1882,0,0,0,1,0,1,0,2135.3,7849,5002,799,9,4449,29,5810,2,12,2,3,0,3,12,3,6,1
fffe380031003500,0.86,14.0,7.0,8.214465160759186,1,509,684,0,1,1,1,0,1,1,1494.4,5426,1373,184,9,2793,50,9251,1,39,9,0,0,2,39,9,4,0
fffe3300300038003300,0.99,8.0,5.333333333333333,5.003946305945459,0,392,1156,0,0,0,3,0,1,0,626.73,3489,6481,86,24,48,51,8291,3,2,0,2,0,4,2,0,4,0
fffe3800390039003600,0.27,37.0,16.0,8.90449432889673,3,1471,1665,1,0,1,3,1,1,0,336.53,6891,4627,923,27,976,22,3953,0,1,0,5,1,1,2,0,2,0
fffe3900330030003800,0.42,24.0,17.0,8.48632152774915,3,1571,1320,1,0,1,0,1,0,0,552.54,7299,3297,750,3,5361,53,1897,0,14,3,5,1,1,14,3,6,1
fffe3800370031003000,0.3,23.0,10.0,7.050122520269059,0,71,1041,0,0,0,2,0,1,0,199.1,766,3744,476,16,5958,28,1128,4,10,2,6,1,5,10,2,3,0
fffe3500300038003300,0.99,30.0,7.0,7.00669522683704,0,291,395,1,0,1,3,0,1,0,801.86,4887,1213,442,24,6976,17,6419,0,38,8,3,0,1,39,8,0,0
fffe3700310039003700,0.34,23.0,12.0,6.1092475827643655,7,195,1414,0,0,0,2,0,1,0,211.1,1145,5998,563,23,3012,15,472,2,49,11,3,0,3,49,11,4,0
fffe380031003000,0.5444444444444445,13.0,7.0,10.840913356940241,6,2750,3493,0,1,0,1,0,0,0,687.11,7715,8333,172,14,5251,30,4321,4,8,1,1,0,5,8,2,4,0
fffe310033003300,0.51,29.0,10.0,7.59890045687141,5,738,1057,1,0,1,1,0,1,0,330.13,5826,3197,587,13,3145,7,2623,0,24,5,5,1,1,25,5,0,0
fffe310037003800,0.36,9.0,5.0,4.143134726391533,7,130,125,0,0,0,2,0,1,0,112.03,4445,3136,97,23,2501,9,663,1,25,5,0,0,2,25,5,2,0
fffe3900300031003600,0.77,10.0,5.0,6.293419278846481,2,228,1273,0,0,0,2,0,1,0,420.24,1654,5411,107,18,1541,6,715,1,37,8,2,0,2,36,8,5,1
fffe3200390036003400,0.5155555555555555,41.0,9.0,9.899881056942016,2,2595,3946,0,0,0,3,0,1,0,1310.04,7388,9283,702,26,177,20,8706,3,6,1,4,0,4,6,1,4,0
fffe340038003400,0.79,23.0,8.0,11.937245038592923,6,3596,4243,0,1,0,2,0,1,0,19151.67,8524,8849,392,22,5896,2,2671,1,47,10,1,0,2,47,10,0,0
fffe3700300036003900,0.18,26.0,6.0,7.381501894506707,3,356,604,0,0,0,0,1,1,1,185.39,4726,1661,344,3,3456,19,9036,2,50,11,3,0,3,50,11,2,0
fffe3700350030003600,0.87,7.0,5.0,7.661527081358517,6,222,959,0,1,1,2,0,1,0,523.71,2388,2731,63,22,3190,17,3402,0,42,9,2,0,1,42,9,2,0
fffe3100390036003300,0.32,41.0,12.0,8.965717788984849,3,1019,4252,0,0,0,2,1,1,0,772.7,804,9790,836,19,1970,5,7398,4,8,1,1,0,5,8,1,2,0
fffe3400350030003200,0.58,28.0,17.0,6.79794041297493,7,32,706,0,0,1,1,0,1,1,344.74,948,2599,815,15,782,4,5243,2,48,11,6,1,3,49,11,2,0
fffe3100360031003100,0.03,7.0,5.333333333333333,7.681560362559537,4,165,688,0,0,0,1,0,1,0,171.15,2575,1733,70,12,5901,37,3167,1,49,11,5,1,2,49,11,6,1
fffe3800310039003500,0.4,18.0,9.0,5.7745515455444085,7,231,557,0,1,1,2,0,1,0,216.4,3815,3127,356,23,1092,46,2393,3,3,0,5,1,4,3,0,4,0
fffe3800330036003800,0.57,4.0,3.0,3.258096538021482,7,15,879,1,1,1,0,0,0,0,182.64,568,7771,5,7,1402,34,415,1,5,1,2,0,2,5,1,6,1
fffe3100370039003000,0.41,19.0,8.0,8.903989430612578,0,343,179,1,1,0,0,0,1,0,196.34,5795,86,334,0,4136,37,3674,3,1,0,1,0,4,1,0,4,0
fffe3900380037003500,0.48,24.0,6.0,10.985902706301667,6,3202,3424,0,0,1,0,0,1,0,1964.21,8224,8164,305,6,3129,34,6604,3,18,4,0,0,4,18,4,0,0
fffe3200370035003900,0.69,25.0,14.0,14.3431991984843,6,4516,3635,1,1,0,0,0,1,0,322018.37,9595,7296,679,6,782,1,140,1,44,10,0,0,2,44,10,3,0
fffe3800320032003300,0.41,11.0,8.0,6.703188113240863,3,252,1105,0,0,1,3,1,1,1,239.33,2282,4399,167,27,1465,5,5684,3,28,6,3,0,4,28,6,6,1
fffe3200390032003500,0.3811111111111111,9.0,5.0,6.481577129276431,2,260,1229,1,1,0,0,0,0,0,406.91,2022,5066,97,2,2157,15,7814,2,4,1,3,0,3,4,0,0,0
fffe380031003400,0.16,20.0,11.0,7.936302693201959,5,3,421,1,1,0,0,0,1,0,184.31,1330,771,459,5,874,11,2478,0,52,11,0,0,1,52,11,2,0
fffe3800300035003600,0.47,22.0,18.0,9.85003403180204,1,2529,4397,0,1,0,0,0,1,0,1394.04,7157,9653,735,1,1320,16,1787,4,17,3,0,0,5,16,3,6,1
fffe3500320037003800,0.46,12.0,8.0,7.277938572945661,2,630,518,1,0,1,3,0,1,0,371.58,6238,1465,181,26,1554,16,3996,0,2,0,6,1,1,3,0,2,0
fffe3800370037003200,0.65,4.0,4.0,4.356708826689592,2,163,368,0,1,1,2,0,0,1,231.13,3786,4351,12,18,529,46,3275,3,15,3,0,0,4,15,3,0,0
fffe380037003600,0.32,35.0,11.0,6.19644412779452,7,35,506,0,0,0,1,0,0,0,157.6,1509,2380,725,15,2865,53,9442,1,44,10,0,0,2,44,10,3,0
fffe330039003900,0.4311111111111111,13.0,7.0,8.048788283534199,2,321,588,0,1,1,2,0,1,0,164.69,4519,1183,172,18,3777,45,9351,2,39,9,5,1,3,40,9,1,0
fffe3900310032003000,0.29,42.0,18.0,9.555347511047232,3,810,3511,0,0,0,2,1,1,0,655.89,682,8917,1020,19,6189,6,3339,2,38,8,3,0,3,38,8,5,1
fffe3600390035003700,0.95,44.0,15.0,9.323311850635344,3,2066,2857,0,0,1,3,1,1,0,7178.95,6995,7999,967,27,2854,10,860,4,9,2,0,0,5,9,2,1,0
fffe3700360033003900,0.86,34.0,11.0,14.399823975899084,6,3932,1497,1,1,1,0,0,0,0,84932.99,9408,724,708,6,6863,6,4817,2,50,11,5,1,3,50,11,5,1
fffe3700390038003500,0.48,18.0,9.0,6.729824070489475,0,12,96,1,0,1,3,0,1,0,182.24,2824,465,356,24,3331,25,165,3,20,4,2,0,4,20,4,4,0
fffe3400300035003800,0.58,34.0,8.0,6.137727054086234,5,78,326,1,0,0,1,0,1,1,297.34,2809,1619,554,13,186,37,6507,1,30,7,3,0,2,29,6,6,1
fffe3500310038003900,0.49666666666666676,5.0,3.0,6.55250788703459,6,370,1383,1,0,0,0,0,1,0,253.49,2677,5472,11,6,3442,9,746,2,9,2,0,0,3,9,2,2,0
fffe3400370037003800,0.62,28.0,7.0,7.411415540665522,7,3,297,0,0,1,2,0,0,0,290.28,1727,679,415,23,3430,44,2284,1,24,5,6,1,2,25,5,1,0
fffe3900370031003300,0.87,26.0,8.0,12.657508072763239,6,4056,3013,0,1,0,0,0,0,0,8745.47,9196,6928,438,6,3879,25,2560,3,42,9,0,0,4,42,9,0,0
fffe3800360035003100,0.25,19.0,11.0,9.065083359319043,2,1055,3598,0,1,0,0,0,1,0,527.23,1652,9249,440,2,0,0,5624,3,7,1,0,0,4,7,1,0,0
fffe3400300035003100,0.21,27.0,10.0,10.045377663535744,5,1037,3744,0,0,1,1,0,1,0,730.8,1384,9015,549,13,107,16,3187,2,25,5,1,0,3,24,5,5,1
fffe33003300,0.16,29.0,9.0,9.16598429910691,3,349,1166,0,0,0,1,1,1,0,198.87,3097,2240,530,11,1567,1,4716,2,0,0,2,0,3,0,0,0,0
fffe3100380031003700,0.47,11.0,7.0,7.183870715062453,2,115,306,0,0,0,2,0,1,0,179.33,3478,822,152,18,0,4,7570,2,46,10,2,0,3,46,10,3,0
fffe3300390030003300,0.84,4.0,4.0,3.7612001156935624,5,39,562,0,0,1,2,0,1,0,214.77,1398,6253,12,21,1567,0,203,0,25,5,3,0,1,25,5,1,0
fffe3400340030003400,0.55,35.0,18.0,10.998710771456226,2,3034,4199,0,0,0,2,0,1,0,1756.36,7882,9154,946,18,2890,20,6375,2,42,9,5,1,3,43,9,1,0
fffe3300370036003400,0.57,7.0,5.0,5.770461928854393,6,1762,1629,0,0,1,1,0,1,0,537.6,7377,7041,63,14,4980,7,7366,2,38,9,6,1,3,39,9,1,0
fffe3300340034003000,0.54,35.0,8.0,12.537941445434084,4,3298,4393,1,0,1,1,0,1,0,3673.54,8158,8801,571,12,6845,32,2323,0,42,9,1,0,1,42,9,1,0
fffe3400330035003800,0.1,7.0,5.0,7.888334500738654,5,212,403,1,1,0,1,0,0,0,226.23,4191,745,63,13,939,27,6867,4,22,5,4,0,5,22,5,4,0
fffe3500300033003400,0.34,8.0,7.888888888888889,8.547334348328224,5,557,4642,1,0,0,3,0,1,0,648.1,82,9956,131,29,27,14,2968,2,9,2,0,0,3,9,2,1,0
