Customer Id,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,City,State,Code,scheduled_year,scheduled_weekofyear,scheduled_month,scheduled_dayofweek,scheduled_weekend,delivery_year,delivery_weekofyear,delivery_month,delivery_dayofweek,delivery_weekend
fffe36003800,0.6033333333333334,10.0,4.0,174.0,NONE,6.63,19.61,Yes,No,No,Waterways,No,Working Class,No,279.16,FPO,AP,74160,2016,23,6,4,0,2016,24,6,0,0
fffe3400350031003200,0.2,25.0,9.0,7901.0,Brass,8.56,93.59,No,No,No,Waterways,No,Working Class,Yes,547.81,West Raymondfurt,VT,08481,2017,40,10,1,0,2017,40,10,2,0
fffe3400300031003000,0.47,28.0,15.0,985.0,Aluminium,6.76,19.83,No,No,Yes,Roadways,No,Working Class,No,371.82,Lake Bradleyside,IA,95560,2017,5,2,6,1,2017,5,2,2,0
fffe320038003600,0.51,16.0,8.0,63720.0,NONE,151.19,59.22,No,No,Yes,NONE,No,Wealthy,Yes,1087.36,Justinmouth,MN,41168,2018,21,5,2,0,2018,21,5,2,0
fffe3100300038003400,0.67,17.0,6.0,182.0,Wood,6.0,11.04,No,No,No,NONE,No,Wealthy,No,280.22,Olsonport,CO,96580,2016,5,2,6,1,2016,6,2,0,0
fffe3800390030003700,0.56,20.0,8.0,53954.0,Marble,162.93,99.06,No,Yes,No,Airways,No,Working Class,No,1358.73,West Dakotaburgh,NH,74823,2019,10,3,1,0,2019,10,3,5,1
fffe3700370037003600,0.25,10.0,4.0,4900.0,Marble,25.83,18.35,Yes,Yes,Yes,Airways,No,Wealthy,No,358.92,Savannahland,SC,44156,2017,17,4,6,1,2017,17,4,3,0
fffe38003100,0.31,13.0,7.0,449.0,Aluminium,4.91,24.67,No,No,Yes,Airways,No,Working Class,No,214.15,DPO,AA,66525,2018,40,10,0,0,2018,40,10,0,0
fffe3200310033003600,0.57,6.0,4.0,79.0,NONE,4.71,22.24,No,No,No,NONE,Yes,Wealthy,NONE,241.48,APO,AA,74413,2017,15,4,0,0,2017,15,4,0,0
fffe3500350031003600,0.01,6.666666666666667,5.0,88.0,NONE,6.51,22.49,Yes,No,No,Waterways,No,Working Class,No,128.38,Lopezton,WV,10067,2018,5,2,5,1,2018,6,2,1,0
fffe3200380038003500,0.68,8.0,5.0,301.0,Clay,4.38,20.36,Yes,No,No,Waterways,Yes,Working Class,No,280.42,Lake Anthony,OK,74169,2018,13,4,6,1,2018,13,3,5,1
fffe3800320035003100,0.23,16.0,8.0,358.0,Aluminium,3.26,13.82,Yes,No,No,Airways,No,Wealthy,Yes,179.32,Finleyville,WV,40409,2017,41,10,6,1,2017,41,10,3,0
fffe3700320035003300,0.52,36.0,17.0,593.0,Wood,3.86,17.0,No,No,Yes,Roadways,No,Working Class,No,288.58,APO,AP,74070,2018,42,10,5,1,2018,43,10,2,0
fffe3900320032003700,0.59,22.0,15.0,16046.0,Brass,99.52,89.55,Yes,No,Yes,Waterways,No,Working Class,No,4895.23,APO,AP,17205,2015,26,6,6,1,2015,26,6,6,1
fffe380033003800,0.01,16.0,7.0,1002.0,Clay,4.15,22.03,No,No,No,NONE,Yes,Working Class,NONE,156.3,Hillstad,HI,53450,2015,44,11,6,1,2015,44,10,5,1
fffe3700330031003500,0.93,29.0,8.0,7757.0,Bronze,24.29,78.75,Yes,No,No,Airways,No,Working Class,No,2944.95,FPO,AA,77937,2017,14,4,4,0,2017,14,4,4,0
fffe3100320036003700,0.58,6.666666666666667,5.0,71.0,Aluminium,4.28,19.83,No,No,No,NONE,No,Working Class,Yes,205.19,Perezfort,RI,47397,2016,37,9,2,0,2016,37,9,4,0
fffe3400390034003300,0.86,49.0,17.0,196893.0,Brass,116.3,81.85,Yes,No,Yes,Waterways,No,Working Class,No,5364.93,Andrewtown,LA,46069,2018,4,1,4,0,2018,4,1,2,0
fffe380032003200,0.27,6.0,5.0,355.0,NONE,3.14,15.04,No,No,Yes,Roadways,No,Wealthy,NONE,181.02,Port Zacharychester,AR,48147,2016,36,9,6,1,2016,36,9,6,1
fffe3500300032003700,0.17,20.0,7.0,3669.0,Bronze,5.13,11.07,No,No,No,NONE,No,Working Class,Yes,152.23,North Trevorburgh,DE,50456,2018,39,9,5,1,2018,39,9,4,0
fffe3400300035003900,0.54,36.0,10.333333333333334,61696.0,Brass,61.6,48.17,No,No,Yes,NONE,No,Working Class,No,1731.53,DPO,AE,21619,2017,18,5,6,1,2017,19,5,3,0
fffe3800390035003300,0.07,9.0,4.0,74.0,Clay,6.77,11.75,No,No,Yes,Roadways,Yes,Working Class,Yes,137.87,Fritzborough,ID,36011,2015,14,4,3,0,2015,14,3,1,0
fffe3900340039003800,0.51,8.0,4.0,215.0,Clay,6.25,23.85,No,No,No,Roadways,Yes,Wealthy,No,263.23,Allenstad,CT,17091,2018,45,11,1,0,2018,45,11,4,0
fffe3200380038003800,0.59,16.0,8.0,4679.0,NONE,10.08,19.77,Yes,No,No,Airways,No,Working Class,NONE,380.91,Thomasland,MS,33680,2018,32,8,3,0,2018,32,8,2,0
fffe3500340032003300,0.29,24.0,12.0,2443.0,Clay,5.18,15.8,No,No,Yes,Airways,Yes,Wealthy,No,300.68,Boonemouth,CO,65200,2019,24,6,6,1,2019,24,6,2,0
fffe3300310037003100,0.17,47.0,23.0,5624.0,Aluminium,19.82,63.79,No,No,No,Roadways,No,Working Class,No,392.2,Christinamouth,ND,71887,2015,27,7,2,0,2015,27,7,2,0
fffe3300380034003500,0.6,24.666666666666668,7.0,160742.0,Marble,554.72,92.44,No,No,Yes,NONE,No,Working Class,NONE,5651.15,FPO,AE,57119,2017,15,4,2,0,2017,15,4,2,0
fffe3100370031003700,0.98,15.0,7.0,3872.0,Brass,5.49,20.04,Yes,Yes,No,Airways,No,Wealthy,Yes,963.88,Lake Brandon,WY,10319,2019,9,2,3,0,2019,10,3,0,0
fffe3700310038003400,0.3,22.0,9.0,345055.0,Stone,365.28,54.25,Yes,No,No,Waterways,No,Working Class,No,1297.25,Robertburgh,IA,04749,2015,47,11,6,1,2015,47,11,4,0
fffe370034003300,0.25,15.0,6.0,553.0,Clay,3.03,18.09,Yes,No,No,Waterways,Yes,Wealthy,No,182.92,South Codyland,FL,15621,2015,20,5,5,1,2015,20,5,5,1
fffe3500380039003300,0.7066666666666667,39.0,7.0,1073.0,Aluminium,3.6,23.31,No,No,Yes,NONE,No,Working Class,Yes,269.88,APO,AA,77325,2018,23,6,1,0,2018,22,6,4,0
fffe3600370038003900,0.31,7.0,5.0,415.0,Bronze,5.75,22.0,No,No,Yes,Airways,No,Working Class,No,210.45,East Steven,VA,75019,2019,2,1,1,0,2019,2,1,0,0
fffe3200300032003100,0.12,26.0,9.333333333333334,583.0,Wood,3.5,16.83,Yes,No,Yes,Waterways,No,Working Class,No,140.38,Lake Rebecca,SC,05690,2017,16,4,6,1,2017,17,4,0,0
fffe360038003200,0.61,31.0,12.666666666666666,507253.0,Stone,1377.26,45.19,Yes,Yes,Yes,NONE,No,Wealthy,No,12359.84,Solisfurt,WA,42172,2019,16,4,6,1,2019,16,4,2,0
fffe3100350034003900,0.59,43.0,13.0,1954301.0,Stone,839.18,92.25,No,Yes,No,Airways,No,Wealthy,NONE,8617.36,Coleberg,NH,17679,2017,27,7,1,0,2017,27,7,4,0
fffe3500330030003900,0.5399999999999999,18.0,8.0,5263.0,Brass,7.86,55.05,No,No,Yes,NONE,No,Working Class,NONE,383.26,Scottfurt,VT,77337,2015,26,6,3,0,2015,26,6,1,0
fffe3900330030003600,0.49,7.0,5.0,4736.0,Stone,18.4,23.76,No,Yes,No,Airways,No,Working Class,Yes,323.55,Duncanland,MA,27640,2017,4,1,1,0,2017,4,1,5,1
fffe3300320037003300,0.68,39.0,15.0,3996.0,Aluminium,11.76,22.39,No,Yes,Yes,NONE,No,Working Class,No,836.8,Lake Anthonyview,KS,03241,2018,50,12,6,1,2018,50,12,2,0
fffe3400370030003200,0.18,15.0,7.0,16227.0,Marble,46.61,54.29,Yes,Yes,Yes,Airways,No,Wealthy,Yes,595.73,Marksmouth,KY,91618,2016,17,4,2,0,2016,17,4,4,0
fffe3100340039003600,0.38,44.0,21.0,2663.0,Aluminium,4.43,15.69,No,No,No,NONE,No,Working Class,Yes,232.86,Paceside,WA,64883,2015,52,12,3,0,2015,52,12,3,0
fffe3900330033003900,0.67,34.0,13.0,3151086.0,Stone,10624.83,44.95,Yes,No,Yes,Waterways,No,Working Class,No,24383.58,North Sara,WV,25982,2017,13,3,0,0,2017,13,3,1,0
fffe3500300035003900,0.68,15.0,8.0,143739.0,Stone,409.34,72.82,No,No,No,Roadways,No,Working Class,No,4089.47,South Lisa,ME,65065,2018,10,3,2,0,2018,10,3,0,0
fffe3100350030003000,0.04,35.0,17.0,557.0,NONE,5.58,18.45,Yes,No,No,Waterways,No,Working Class,NONE,113.86,APO,AP,40485,2017,21,5,6,1,2017,22,5,2,0
fffe3200350038003500,0.81,3.6666666666666665,3.0,495.0,Stone,6.11,20.95,Yes,No,No,Waterways,No,Working Class,Yes,516.72,Miguelchester,NC,53772,2018,41,10,4,0,2018,41,10,0,0
fffe3100320034003400,0.65,32.0,11.0,2135.0,Aluminium,9.97,14.81,No,Yes,Yes,Airways,No,Working Class,No,1157.2,Hudsonfort,NV,81159,2018,46,11,1,0,2018,45,11,4,0
fffe3700310031003800,0.84,18.0,8.0,10381.0,Brass,26.1,45.79,Yes,Yes,No,Airways,No,Working Class,No,1536.89,Lake Daniel,MD,54192,2015,36,9,2,0,2015,35,8,5,1
fffe3600330039003200,0.69,26.0,12.0,524871.0,Marble,1566.67,59.65,No,No,No,Airways,No,Working Class,No,4300.25,West Ashleyberg,IA,50994,2016,44,10,0,0,2016,44,11,2,0
fffe3100340031003100,0.36,25.0,24.0,14074.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,1165.4,Lake Coreystad,ME,92198,2018,16,4,2,0,2018,16,4,5,1
fffe3700390036003600,0.22,8.0,4.0,788.0,Brass,4.22,24.47,No,No,No,Roadways,No,Working Class,No,179.2,Lake Debraborough,NH,62172,2016,11,3,0,0,2016,11,3,2,0
fffe3600340038003700,0.11,17.0,7.0,133437.0,Stone,210.57,94.13,No,No,Yes,Roadways,No,Working Class,No,1050.81,Jimmyberg,SD,33975,2018,11,3,1,0,2018,10,3,6,1
fffe3300310032003300,0.5333333333333333,25.0,11.0,1849.0,NONE,3.13,15.48,No,Yes,Yes,Airways,No,Wealthy,NONE,556.87,Kylehaven,WA,37785,2017,10,3,0,0,2017,9,3,5,1
fffe3800300032003300,0.58,10.0,4.0,496.0,Bronze,3.06,18.67,No,No,No,Roadways,No,Working Class,No,215.68,Lake Michelleburgh,HI,10670,2017,14,4,1,0,2017,14,4,2,0
fffe3300390035003300,0.17,18.0,6.0,1447.6666666666667,Clay,4.71,17.09,No,No,No,Roadways,Yes,Working Class,No,148.42,DPO,AA,10827,2016,50,12,4,0,2016,50,12,4,0
fffe3700330034003700,0.45,9.0,5.0,1247.0,Brass,6.02,13.52,No,No,Yes,Roadways,No,Working Class,No,244.62,Changbury,NH,29967,2018,38,9,1,0,2018,37,9,5,1
fffe3400350036003300,0.4,14.0,8.0,35788.333333333336,Clay,3.79,10.26,No,Yes,Yes,NONE,Yes,Wealthy,No,213.96,Port Betty,ME,96374,2019,30,7,4,0,2019,31,7,0,0
fffe390032003500,0.97,30.0,15.0,575.0,Wood,4.58,13.39,No,No,No,Roadways,No,Working Class,No,708.86,Martinezport,MD,69892,2015,45,11,0,0,2015,44,10,5,1
fffe3100350030003600,0.87,19.0,11.0,250244.0,Marble,1383.56,95.79,No,No,No,Roadways,No,Working Class,No,4083.76,Jamesville,NC,16234,2017,8,2,1,0,2017,8,2,5,1
fffe3300340031003100,0.93,30.0,10.0,1016.0,NONE,9.89,13.29,Yes,No,No,Waterways,No,Working Class,No,3144.43,Torresmouth,FL,10307,2017,48,11,1,0,2017,47,11,4,0
fffe3700380032003100,0.38,12.0,8.0,2112.0,Bronze,4.16,17.29,Yes,No,No,Airways,No,Working Class,Yes,251.07,Elizabethchester,NH,42816,2019,14,4,2,0,2019,14,4,0,0
fffe3800360035003300,0.5,16.0,6.0,1171.0,Brass,3.34,18.85,No,No,No,Airways,No,Working Class,Yes,236.89,Port Brian,ID,76556,2019,10,3,2,0,2019,10,3,5,1
fffe320039003800,0.18,15.0,6.0,477.0,Clay,6.35,15.4,Yes,No,No,Airways,Yes,Working Class,Yes,189.24,West Raymondbury,CO,71098,2016,26,7,5,1,2016,26,6,2,0
fffe3600360036003600,0.38,56.0,17.0,50809.0,Bronze,47.18,67.44,No,No,Yes,Waterways,No,Working Class,No,1030.25,FPO,AA,76709,2017,52,12,0,0,2017,52,12,0,0
fffe360035003700,0.88,25.0,17.0,768813.0,Marble,3929.77,55.12,No,No,Yes,Roadways,No,Working Class,Yes,28508.63,West Vanessabury,ND,83002,2018,13,3,1,0,2018,12,3,5,1
fffe3700360030003000,0.22,23.0,13.0,345.0,Wood,6.23,22.3,No,Yes,Yes,Airways,No,Wealthy,No,225.61,West Katie,WI,12237,2016,42,10,4,0,2016,42,10,4,0
fffe3100340031003900,0.43,28.666666666666668,14.0,2851.0,Aluminium,6.55,22.15,No,Yes,No,NONE,No,Wealthy,Yes,390.57,Larsenbury,NH,80161,2019,26,6,5,1,2019,26,6,6,1
fffe3400330030003600,0.49,16.0,8.666666666666666,944.0,Clay,5.49,16.52,No,No,No,Roadways,Yes,Working Class,No,215.42,DPO,AP,87143,2016,21,5,4,0,2016,22,5,0,0
fffe3900380033003100,0.88,24.0,15.0,799475.0,Marble,2896.76,54.34,Yes,Yes,No,Airways,No,Working Class,No,20923.0,Vaughnside,OH,51731,2015,20,5,1,0,2015,20,5,1,0
fffe3300380033003300,0.64,10.0,4.0,18771.333333333332,Marble,31.69,91.98,Yes,No,Yes,Waterways,No,Working Class,No,1043.72,South Virginia,MN,62580,2018,29,7,4,0,2018,29,7,4,0
fffe3900380039003500,0.03,41.0,9.0,494.0,Wood,5.58,18.88,No,Yes,Yes,Airways,No,Wealthy,No,156.01,Port Brittney,VA,80458,2019,6,2,4,0,2019,6,2,5,1
fffe3200340036003700,0.28,37.0,20.0,9467.0,Clay,20.41,27.4,No,Yes,No,NONE,Yes,Working Class,No,428.22,Wilsonstad,CT,46259,2016,34,8,4,0,2016,34,8,3,0
fffe3300350037003500,0.5666666666666667,35.0,13.0,545600.0,Brass,88.84,34.46,No,No,No,NONE,No,Working Class,No,2135.3,Obrienside,MT,61007,2017,13,3,3,0,2017,13,4,6,1
fffe380031003500,0.86,14.0,7.0,3694.0,Brass,8.3,17.02,No,Yes,Yes,NONE,No,Working Class,Yes,1494.4,Lake Rachel,WA,97334,2016,40,10,0,0,2016,40,10,4,0
fffe3300300038003300,0.99,8.0,6.0,149.0,Aluminium,6.92,21.85,No,No,No,Waterways,No,Working Class,No,626.73,Alejandrashire,WI,87220,2018,3,1,2,0,2018,3,1,4,0
fffe3800390039003600,0.27,37.0,16.0,7365.0,Clay,28.53,29.16,Yes,No,Yes,Waterways,Yes,Working Class,No,336.53,East Abigailstad,MA,42359,2015,2,1,5,1,2015,3,1,2,0
fffe3900330030003800,0.42,24.0,17.0,4848.0,Clay,32.42,23.52,Yes,No,Yes,Airways,Yes,Wealthy,No,552.54,Samanthaburgh,WY,19962,2015,15,4,5,1,2015,15,4,6,1
fffe3800370031003000,0.3,23.0,10.0,1153.0,Aluminium,3.71,20.65,No,No,No,Roadways,No,Working Class,No,199.1,South Robertfurt,MS,12218,2019,11,3,6,1,2019,11,3,3,0
fffe3500300038003300,0.99,30.0,7.0,1104.0,Aluminium,5.91,14.04,Yes,No,Yes,Waterways,No,Working Class,No,801.86,Williamsborough,IL,67534,2015,39,9,3,0,2015,40,9,0,0
fffe3700310039003700,0.34,23.0,12.0,450.0,Wood,4.95,24.48,No,No,No,Roadways,No,Working Class,No,211.1,Lloydbury,IA,05536,2017,50,12,3,0,2017,50,12,4,0
fffe380031003000,0.3466666666666667,13.0,7.0,51068.0,Stone,153.97,71.73,No,Yes,No,NONE,No,Wealthy,No,687.11,Robertsberg,NC,46189,2019,9,2,1,0,2019,9,3,4,0
fffe310033003300,0.51,29.0,10.0,1996.0,NONE,11.45,20.82,Yes,No,Yes,NONE,No,Working Class,No,330.13,Marymouth,CA,27970,2015,25,6,5,1,2015,26,6,0,0
fffe310037003800,0.36,9.0,5.0,63.0,Wood,4.3,11.28,No,No,No,Roadways,No,Working Class,No,112.03,Lake Chris,CT,07345,2016,26,6,0,0,2016,26,6,2,0
fffe3900300031003600,0.77,10.0,5.0,541.0,Bronze,5.28,23.04,No,No,No,Roadways,No,Working Class,No,420.24,Ericfort,AZ,07891,2016,38,9,2,0,2016,37,9,5,1
fffe3200390036003400,0.66,41.0,9.0,19928.0,Bronze,121.37,82.14,No,No,No,Waterways,No,Working Class,NONE,1310.04,Annettemouth,KY,91660,2018,7,2,4,0,2018,7,2,4,0
fffe340038003400,0.79,23.0,8.0,152855.0,Stone,647.77,88.79,No,Yes,No,Roadways,No,Working Class,No,19151.67,South Maureen,AK,28476,2016,48,11,1,0,2016,48,11,0,0
fffe3700300036003900,0.18,26.0,6.0,1606.0,Clay,6.56,16.18,No,No,No,Airways,Yes,Working Class,Yes,185.39,New Allisonton,KS,95141,2017,51,12,3,0,2017,51,12,2,0
fffe3700350030003600,0.87,7.0,5.0,2125.0,Stone,5.22,19.81,No,Yes,Yes,Roadways,No,Working Class,No,523.71,Mcdonaldbury,IL,36393,2015,43,10,2,0,2015,43,10,2,0
fffe3100390036003300,0.32,41.0,12.0,7830.0,Clay,16.23,88.99,No,No,No,Roadways,Yes,Working Class,No,772.7,Jacobfort,AR,77969,2019,9,2,1,0,2019,9,2,2,0
fffe3400350030003200,0.58,28.0,17.0,896.0,Wood,3.32,17.24,No,No,Yes,NONE,No,Working Class,Yes,344.74,DPO,AP,55477,2017,49,12,6,1,2017,50,12,2,0
fffe3100360031003100,0.03,7.0,4.333333333333333,2168.0,Marble,4.65,17.06,No,No,No,NONE,No,Working Class,No,171.15,South Melissa,NY,33916,2016,50,12,5,1,2016,50,12,6,1
fffe3800310039003500,0.4,18.0,9.0,322.0,Wood,5.31,15.7,No,Yes,Yes,Roadways,No,Working Class,No,216.4,East Dakota,TX,25337,2018,4,1,5,1,2018,4,1,4,0
fffe3800330036003800,0.57,4.0,3.0,26.0,Wood,3.15,18.99,Yes,Yes,Yes,Airways,No,Wealthy,No,182.64,East Sarahview,NJ,04953,2016,6,2,2,0,2016,6,2,6,1
fffe3100370039003000,0.41,19.0,8.0,165207.0,Aluminium,6.43,11.82,Yes,Yes,No,Airways,No,Working Class,NONE,196.34,North Emily,NY,39342,2018,2,1,1,0,2018,2,1,4,0
fffe3900380037003500,0.48,24.0,6.0,59036.0,Stone,319.06,70.13,No,No,Yes,Airways,No,Working Class,No,1964.21,Martinezville,NJ,69537,2018,19,5,0,0,2018,19,5,0,0
fffe3200370035003900,0.69,25.0,14.0,1695010.0,Stone,7351.07,75.19,Yes,Yes,No,Airways,No,Working Class,NONE,322018.37,DPO,AE,01920,2016,45,11,0,0,2016,45,11,3,0
fffe3800320032003300,0.41,11.0,8.0,815.0,Clay,5.52,21.32,No,No,Yes,Waterways,Yes,Working Class,Yes,239.33,East Troyview,AR,59712,2018,29,7,3,0,2018,29,7,6,1
fffe3200390032003500,0.20333333333333334,9.0,5.0,653.0,Bronze,5.6,22.6,Yes,Yes,No,Airways,No,Wealthy,No,406.91,Johnsonmouth,IA,82475,2017,5,2,3,0,2017,5,1,0,0
fffe380031003400,0.16,20.0,11.0,2797.0,NONE,3.03,14.31,Yes,Yes,No,Airways,No,Working Class,NONE,184.31,Debrahaven,DE,26289,2015,53,12,0,0,2015,53,12,2,0
fffe3800300035003600,0.47,22.0,18.0,18959.0,Brass,111.06,92.24,No,Yes,No,Airways,No,Working Class,No,1394.04,East Michaelshire,ID,18781,2019,18,4,0,0,2019,17,4,6,1
fffe3500320037003800,0.46,12.0,8.0,1448.0,Bronze,9.85,15.31,Yes,No,Yes,Waterways,No,Working Class,NONE,371.58,Erinchester,ID,42883,2015,3,1,6,1,2015,4,1,2,0
fffe3800370037003200,0.65,4.0,4.0,78.0,Bronze,4.63,13.77,No,Yes,Yes,Roadways,No,Wealthy,Yes,231.13,Cannonchester,TX,35002,2018,16,4,0,0,2018,16,4,0,0
fffe380037003600,0.32,35.0,11.0,491.0,Wood,3.35,15.16,No,No,No,NONE,No,Wealthy,No,157.6,Lake Tammyfurt,WY,99341,2016,45,11,0,0,2016,45,11,3,0
fffe330039003900,0.4166666666666667,13.0,7.0,3130.0,Bronze,6.21,16.02,No,Yes,Yes,Roadways,No,Working Class,No,164.69,New Melanie,TN,98394,2017,40,10,5,1,2017,41,10,1,0
fffe3900310032003000,0.29,42.0,18.0,14120.0,Clay,12.59,72.17,No,No,No,Roadways,Yes,Working Class,No,655.89,Theresamouth,AZ,35749,2017,39,9,3,0,2017,39,9,5,1
fffe3600390035003700,0.95,44.0,15.0,11196.0,Clay,61.12,57.31,No,No,Yes,Waterways,Yes,Working Class,No,7178.95,Lake Stephanieville,DC,09403,2019,10,3,0,0,2019,10,3,1,0
fffe3700360033003900,0.86,34.0,11.0,1793759.0,Stone,1332.42,25.62,Yes,Yes,Yes,Airways,No,Wealthy,No,84932.99,West Sarahbury,AZ,51259,2017,51,12,5,1,2017,51,12,5,1
fffe3700390038003500,0.48,18.0,9.0,837.0,Aluminium,3.12,10.98,Yes,No,Yes,Waterways,No,Working Class,No,182.24,Monicafurt,MI,02309,2018,21,5,2,0,2018,21,5,4,0
fffe3400300035003800,0.58,34.0,8.0,463.0,NONE,3.78,13.34,Yes,No,No,NONE,No,Working Class,Yes,297.34,Anthonymouth,NY,68517,2016,31,8,3,0,2016,30,7,6,1
fffe3500310038003900,0.6266666666666666,5.0,3.0,701.0,Stone,6.7,24.16,Yes,No,No,Airways,No,Working Class,No,253.49,New Alexandershire,CT,08215,2017,10,3,0,0,2017,10,3,2,0
fffe3400370037003800,0.62,28.0,7.0,12229.333333333334,Wood,3.03,13.03,No,No,Yes,Roadways,No,Wealthy,NONE,290.28,Nelsonshire,SD,24250,2016,25,6,6,1,2016,26,6,1,0
